taxid,name,rank,lineage_name,lineage_id
559522,Gonatopsis cf. okutanii ARL-2008,species,Teuthida//Oegopsina//Gonatidae//Gonatopsis//Gonatopsis cf. okutanii ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//93048//559522
559523,Gonatopsis sp. ARL-2008,species,Teuthida//Oegopsina//Gonatidae//Gonatopsis//Gonatopsis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//93048//559523
559524,Megalocranchia sp. ARL-2008,species,Teuthida//Oegopsina//Cranchiidae//Megalocranchia//Megalocranchia sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279099//559524
559525,Onychoteuthis cf. banksii ARL-2008,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//559525
559526,Planctoteuthis sp. ARL-2008,species,Teuthida//Oegopsina//Chiroteuthidae//Planctoteuthis//Planctoteuthis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//78438//559526
559527,Psychroteuthis sp. ARL-2008,species,Teuthida//Oegopsina//Onychoteuthidae//Psychroteuthis//Psychroteuthis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//93042//559527
559528,Moroteuthopsis,genus,Teuthida//Oegopsina//Onychoteuthidae//Moroteuthopsis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559528
559529,Magnapinna,genus,Teuthida//Oegopsina//Magnapinnidae//Magnapinna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529
559530,Notonykia,genus,Teuthida//Oegopsina//Onychoteuthidae//Notonykia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559530
559531,Moroteuthopsis sp. ARL-2008,species,Teuthida//Oegopsina//Onychoteuthidae//Moroteuthopsis//Moroteuthopsis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559528//559531
559532,Magnapinna sp. ARL-2008,species,Teuthida//Oegopsina//Magnapinnidae//Magnapinna//Magnapinna sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529//559532
559533,Notonykia sp. ARL-2008,species,Teuthida//Oegopsina//Onychoteuthidae//Notonykia//Notonykia sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559530//559533
559535,Abralia veranyi,species,Teuthida//Oegopsina//Enoploteuthidae//Abralia//Abralia veranyi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//559535
559536,Chiroteuthis calyx,species,Teuthida//Oegopsina//Chiroteuthidae//Chiroteuthis//Chiroteuthis calyx,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//61695//559536
559537,Chiroteuthis mega,species,Teuthida//Oegopsina//Chiroteuthidae//Chiroteuthis//Chiroteuthis mega,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//61695//559537
559539,Discoteuthis discus,species,Teuthida//Oegopsina//Cycloteuthidae//Discoteuthis//Discoteuthis discus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//61689//559539
559540,Galiteuthis armata,species,Teuthida//Oegopsina//Cranchiidae//Galiteuthis//Galiteuthis armata,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279097//559540
559541,Histioteuthis bonellii,species,Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis bonellii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//559541
559542,Leachia lemur,species,Teuthida//Oegopsina//Cranchiidae//Leachia//Leachia lemur,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//34561//559542
559544,Octopoteuthis megaptera,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis megaptera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//559544
559545,Onykia carriboea,species,Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia carriboea,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//559545
559547,Planctoteuthis levimana,species,Teuthida//Oegopsina//Chiroteuthidae//Planctoteuthis//Planctoteuthis levimana,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//78438//559547
559548,Pterygioteuthis giardi,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis giardi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//559548
559549,Pterygioteuthis hoylei,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis hoylei,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//559549
559551,Taonius pavo,species,Teuthida//Oegopsina//Cranchiidae//Taonius//Taonius pavo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//78436//559551
559552,Ancistroteuthis,genus,Teuthida//Oegopsina//Onychoteuthidae//Ancistroteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559552
559553,Ancistroteuthis lichtensteinii,species,Teuthida//Oegopsina//Onychoteuthidae//Ancistroteuthis//Ancistroteuthis lichtensteinii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559552//559553
559555,Lolliguncula diomedeae,species,Teuthida//Myopsina//Loliginidae//Lolliguncula//Lolliguncula diomedeae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//78434//559555
559556,Mesonychoteuthis,genus,Teuthida//Oegopsina//Cranchiidae//Mesonychoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//559556
559557,Mesonychoteuthis hamiltoni,species,Teuthida//Oegopsina//Cranchiidae//Mesonychoteuthis//Mesonychoteuthis hamiltoni,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//559556//559557
559558,Selenoteuthis,genus,Teuthida//Oegopsina//Lycoteuthidae//Selenoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//559558
559559,Selenoteuthis scintillans,species,Teuthida//Oegopsina//Lycoteuthidae//Selenoteuthis//Selenoteuthis scintillans,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//559558//559559
664327,Architeuthis sp. ML-2009,species,Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. ML-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//664327
665457,environmental samples,no rank,Teuthida//Myopsina//Loliginidae//Sepioteuthis//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//665457
665458,Sepioteuthis environmental sample,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//environmental samples//Sepioteuthis environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//665457//665458
692433,Bathyteuthis sp. RJ-2009,species,Teuthida//Oegopsina//Bathyteuthidae//Bathyteuthis//Bathyteuthis sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61691//61692//692433
692437,Pyroteuthis sp. RJ-2009,species,Teuthida//Oegopsina//Pyroteuthidae//Pyroteuthis//Pyroteuthis sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738//61739//692437
692438,Helicocranchia sp. RJ-2009,species,Teuthida//Oegopsina//Cranchiidae//Helicocranchia//Helicocranchia sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//78432//692438
692439,Histioteuthis sp. RJ-2009,species,Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//692439
692440,Leachia sp. RJ-2009,species,Teuthida//Oegopsina//Cranchiidae//Leachia//Leachia sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//34561//692440
692441,Magnapinna sp. RJ-2009,species,Teuthida//Oegopsina//Magnapinnidae//Magnapinna//Magnapinna sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529//692441
701506,Histioteuthis sp. CE-2009,species,Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp. CE-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//701506
725814,unclassified Teuthida,no rank,Teuthida//unclassified Teuthida,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//725814
855049,Teuthida sp. BOLD:AAB0336,species,Teuthida//unclassified Teuthida//Teuthida sp. BOLD:AAB0336,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//725814//855049
855050,Teuthida sp. BOLD:AAD8239,species,Teuthida//unclassified Teuthida//Teuthida sp. BOLD:AAD8239,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//725814//855050
911024,Octopoteuthis sp. RC-2010,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. RC-2010,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//911024
936531,Loligo sp. KW-2010,species,Teuthida//Myopsina//Loliginidae//Loligo//Loligo sp. KW-2010,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//6616//936531
937385,Histioteuthis sp. KW-2010,species,Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp. KW-2010,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//937385
948794,Loliolus beka,species,Teuthida//Myopsina//Loliginidae//Loliolus//Loliolus beka,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//948794
948796,Uroteuthis sibogae,species,Teuthida//Myopsina//Loliginidae//Uroteuthis//Uroteuthis sibogae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55719//948796
948964,unclassified Myopsina,no rank,Teuthida//Myopsina//unclassified Myopsina,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//948964
975677,Myopsida sp. BOLD:AAB3728,species,Teuthida//Myopsina//unclassified Myopsina//Myopsida sp. BOLD:AAB3728,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//948964//975677
978687,Myopsida sp. BOLD:AAM1743,species,Teuthida//Myopsina//unclassified Myopsina//Myopsida sp. BOLD:AAM1743,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//948964//978687
978688,Myopsida sp. BOLD:AAM2097,species,Teuthida//Myopsina//unclassified Myopsina//Myopsida sp. BOLD:AAM2097,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//948964//978688
995025,Abralia andamanica,species,Teuthida//Oegopsina//Enoploteuthidae//Abralia//Abralia andamanica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//995025
1051063,Doryteuthis,genus,Teuthida//Myopsina//Loliginidae//Doryteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063
1051064,Doryteuthis gahi,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis gahi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051064
1051066,Doryteuthis opalescens,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis opalescens,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051066
1051067,Doryteuthis pealeii,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis pealeii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051067
1051068,Doryteuthis pleii,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis pleii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051068
1051070,Doryteuthis sanpaulensis,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis sanpaulensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051070
1051071,Doryteuthis surinamensis,species,Teuthida//Myopsina//Loliginidae//Doryteuthis//Doryteuthis surinamensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051071
1091609,environmental samples,no rank,Teuthida//Oegopsina//Ommastrephidae//Dosidicus//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609
1091610,Dosidicus gigas environmental sample,species,Teuthida//Oegopsina//Ommastrephidae//Dosidicus//environmental samples//Dosidicus gigas environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609//1091610
1187966,Filippovia,genus,Teuthida//Oegopsina//Onychoteuthidae//Filippovia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//1187966
1235433,Architeuthis sp. NSMT 001,species,Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. NSMT 001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//1235433
1235434,Eogonatus,genus,Teuthida//Oegopsina//Gonatidae//Eogonatus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//1235434
1235435,Eogonatus tinro,species,Teuthida//Oegopsina//Gonatidae//Eogonatus//Eogonatus tinro,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//1235434//1235435
1331656,Uroteuthis sp. SC-2013,species,Teuthida//Myopsina//Loliginidae//Uroteuthis//Uroteuthis sp. SC-2013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55719//1331656
1346166,Mastigoteuthis agassizii,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis agassizii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346166
1346168,Mastigoteuthis psychrophila,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis psychrophila,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346168
1346169,Mastigoteuthis sp. HEB-2013,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis sp. HEB-2013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346169
1346170,Idioteuthis,genus,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170
1346171,Idioteuthis cordiformis,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis cordiformis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346171
1346172,Idioteuthis hjorti,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346172
1346173,Idioteuthis magna,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346173
1346174,Idioteuthis sp. HEB-2013,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. HEB-2013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346174
1365855,environmental samples,no rank,Teuthida//Oegopsina//Histioteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855
1365856,Histioteuthidae environmental sample cf. Histoteuthis sp.,species,Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histoteuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1365856
1365859,environmental samples,no rank,Teuthida//Oegopsina//Ommastrephidae//Ommastrephes//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//1365859
1393786,Sepioteuthis cf. lessoniana ACEH12MAY02,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY02,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393786
1393787,Sepioteuthis cf. lessoniana ACEH12MAY03,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY03,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393787
1393788,Sepioteuthis cf. lessoniana ACEH12MAY04,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY04,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393788
1393789,Sepioteuthis cf. lessoniana ACEH12MAY05,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY05,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393789
1393790,Sepioteuthis cf. lessoniana BAL00501,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00501,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393790
1393791,Sepioteuthis cf. lessoniana BAL00604,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00604,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393791
1393792,Sepioteuthis cf. lessoniana BAL00606,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00606,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393792
1393793,Sepioteuthis cf. lessoniana BAL00608,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00608,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393793
1393794,Sepioteuthis cf. lessoniana BAL00609,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00609,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393794
1393795,Sepioteuthis cf. lessoniana BAL00610,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00610,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393795
1393796,Sepioteuthis cf. lessoniana BAL00612,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00612,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393796
1393797,Sepioteuthis cf. lessoniana BAL00613,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00613,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393797
1393798,Sepioteuthis cf. lessoniana BAL00614,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00614,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393798
1393799,Sepioteuthis cf. lessoniana BAL00618,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00618,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393799
1393800,Sepioteuthis cf. lessoniana BAL00624,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00624,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393800
1393801,Sepioteuthis cf. lessoniana BAL00628,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00628,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393801
1393802,Sepioteuthis cf. lessoniana BAL00637,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00637,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393802
1393803,Sepioteuthis cf. lessoniana BAL00639,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00639,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393803
1393804,Sepioteuthis cf. lessoniana DON002,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393804
1393805,Sepioteuthis cf. lessoniana DON004,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393805
1393806,Sepioteuthis cf. lessoniana DON013,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393806
1393807,Sepioteuthis cf. lessoniana DON014,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393807
1393808,Sepioteuthis cf. lessoniana DON015,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393808
1393809,Sepioteuthis cf. lessoniana DON016,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393809
1393810,Sepioteuthis cf. lessoniana DON020,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393810
1393811,Sepioteuthis cf. lessoniana DON021,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON021,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393811
1393812,Sepioteuthis cf. lessoniana DON023,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393812
1393813,Sepioteuthis cf. lessoniana DON024,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393813
1393814,Sepioteuthis cf. lessoniana DON025,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON025,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393814
1393815,Sepioteuthis cf. lessoniana DON027,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393815
1393816,Sepioteuthis cf. lessoniana DON029,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393816
1393817,Sepioteuthis cf. lessoniana DON030,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON030,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393817
1393818,Sepioteuthis cf. lessoniana DON031,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON031,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393818
1393819,Sepioteuthis cf. lessoniana DON032,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393819
